logZ,muXX,muYY
4.20432509311984,1,-9.80000000000000
4.20386154974241,1.20000000000000,-9.80000000000000
4.20384772121922,1.40000000000000,-9.80000000000000
4.20428373087413,1.60000000000000,-9.80000000000000
4.20516947437423,1.80000000000000,-9.80000000000000
4.20650461990766,2,-9.80000000000000
4.20828860887721,2.20000000000000,-9.80000000000000
4.21052065710608,2.40000000000000,-9.80000000000000
4.21319975654997,2.60000000000000,-9.80000000000000
4.21632467750690,2.80000000000000,-9.80000000000000
4.21989397131368,3,-9.80000000000000
4.22390597351586,3.20000000000000,-9.80000000000000
4.22835880749538,3.40000000000000,-9.80000000000000
4.23325038853833,3.60000000000000,-9.80000000000000
4.23857842832316,3.80000000000000,-9.80000000000000
4.24434043980773,4,-9.80000000000000
4.25053374249229,4.20000000000000,-9.80000000000000
4.25715546803383,4.40000000000000,-9.80000000000000
4.26420256618601,4.60000000000000,-9.80000000000000
4.27167181103791,4.80000000000000,-9.80000000000000
4.27955980752403,5,-9.80000000000000
4.28786299817736,5.20000000000000,-9.80000000000000
4.29657767009668,5.40000000000000,-9.80000000000000
4.30569996209954,5.60000000000000,-9.80000000000000
4.31522587203168,5.80000000000000,-9.80000000000000
4.32515126420451,6,-9.80000000000000
4.33547187693205,6.20000000000000,-9.80000000000000
4.34618333013951,6.40000000000000,-9.80000000000000
4.35728113301645,6.60000000000000,-9.80000000000000
4.36876069168792,6.80000000000000,-9.80000000000000
4.38061731687836,7,-9.80000000000000
4.39284623154371,7.20000000000000,-9.80000000000000
4.40544257844870,7.40000000000000,-9.80000000000000
4.41840142766712,7.60000000000000,-9.80000000000000
4.43171778398463,7.80000000000000,-9.80000000000000
4.44538659418482,8,-9.80000000000000
4.45940275420050,8.20000000000000,-9.80000000000000
4.47376111611408,8.40000000000000,-9.80000000000000
4.48845649499195,8.60000000000000,-9.80000000000000
4.50348367553949,8.80000000000000,-9.80000000000000
4.51883741856464,9,-9.80000000000000
4.53451246723973,9.20000000000000,-9.80000000000000
4.55050355315211,9.40000000000000,-9.80000000000000
4.56680540213624,9.60000000000000,-9.80000000000000
4.58341273988057,9.80000000000000,-9.80000000000000
4.60032029730434,10,-9.80000000000000
4.82162395317087,-10,-9.60000000000000
4.80144688426227,-9.80000000000000,-9.60000000000000
4.78150064977462,-9.60000000000000,-9.60000000000000
4.76178999068353,-9.40000000000000,-9.60000000000000
4.74231970395357,-9.20000000000000,-9.60000000000000
4.72309464039371,-9,-9.60000000000000
4.70411970231258,-8.80000000000000,-9.60000000000000
4.68539984096721,-8.60000000000000,-9.60000000000000
4.66694005379946,-8.40000000000000,-9.60000000000000
4.64874538145454,-8.20000000000000,-9.60000000000000
4.63082090457670,-8,-9.60000000000000
4.61317174037738,-7.80000000000000,-9.60000000000000
4.59580303897225,-7.60000000000000,-9.60000000000000
4.57871997948354,-7.40000000000000,-9.60000000000000
4.56192776590544,-7.20000000000000,-9.60000000000000
4.54543162273079,-7,-9.60000000000000
4.52923679033820,-6.80000000000000,-9.60000000000000
4.51334852013994,-6.60000000000000,-9.60000000000000
4.49777206949154,-6.40000000000000,-9.60000000000000
4.48251269636566,-6.20000000000000,-9.60000000000000
4.46757565379341,-6,-9.60000000000000
4.45296618407806,-5.80000000000000,-9.60000000000000
4.43868951278686,-5.60000000000000,-9.60000000000000
4.42475084252843,-5.40000000000000,-9.60000000000000
4.41115534652438,-5.20000000000000,-9.60000000000000
4.39790816198518,-5,-9.60000000000000
4.38501438330199,-4.80000000000000,-9.60000000000000
4.37247905506734,-4.60000000000000,-9.60000000000000
4.36030716493937,-4.40000000000000,-9.60000000000000
4.34850363636545,-4.20000000000000,-9.60000000000000
4.33707332118288,-4,-9.60000000000000
4.32602099211543,-3.80000000000000,-9.60000000000000
4.31535133518624,-3.60000000000000,-9.60000000000000
4.30506894206871,-3.40000000000000,-9.60000000000000
4.29517830239836,-3.20000000000000,-9.60000000000000
4.28568379607003,-3,-9.60000000000000
4.27658968554548,-2.80000000000000,-9.60000000000000
4.26790010819803,-2.60000000000000,-9.60000000000000
4.25961906872117,-2.40000000000000,-9.60000000000000
4.25175043162918,-2.20000000000000,-9.60000000000000
4.24429791387826,-2,-9.60000000000000
4.23726507763697,-1.80000000000000,-9.60000000000000
4.23065532323533,-1.60000000000000,-9.60000000000000
4.22447188232140,-1.40000000000000,-9.60000000000000
4.21871781125479,-1.20000000000000,-9.60000000000000
4.21339598476533,-1,-9.60000000000000
4.20850908990536,-0.799999999999999,-9.60000000000000
4.20405962032274,-0.600000000000000,-9.60000000000000
4.20004987088108,-0.399999999999999,-9.60000000000000
4.19648193265221,-0.199999999999999,-9.60000000000000
4.19335768830484,0,-9.60000000000000
4.19067880791153,0.199999999999999,-9.60000000000000
4.18844674519441,0.399999999999999,-9.60000000000000
4.18666273422821,0.600000000000000,-9.60000000000000
4.18532778661699,0.799999999999999,-9.60000000000000
4.18444268915878,1,-9.60000000000000
4.18400800200992,1.20000000000000,-9.60000000000000
4.18402405735855,1.40000000000000,-9.60000000000000
4.18449095861396,1.60000000000000,-9.60000000000000
4.18540858011614,1.80000000000000,-9.60000000000000
4.18677656736700,2,-9.60000000000000
4.18859433778221,2.20000000000000,-9.60000000000000
4.19086108195999,2.40000000000000,-9.60000000000000
4.19357576546036,2.60000000000000,-9.60000000000000
4.19673713108608,2.80000000000000,-9.60000000000000
4.20034370165382,3,-9.60000000000000
4.20439378324175,3.20000000000000,-9.60000000000000
4.20888546889760,3.40000000000000,-9.60000000000000
4.21381664278897,3.60000000000000,-9.60000000000000
4.21918498477582,3.80000000000000,-9.60000000000000
4.22498797538311,4,-9.60000000000000
4.23122290115018,4.20000000000000,-9.60000000000000
4.23788686033180,4.40000000000000,-9.60000000000000
4.24497676892478,4.60000000000000,-9.60000000000000
4.25248936699283,4.80000000000000,-9.60000000000000
4.26042122526176,5,-9.60000000000000
4.26876875195631,5.20000000000000,-9.60000000000000
4.27752819984960,5.40000000000000,-9.60000000000000
4.28669567349605,5.60000000000000,-9.60000000000000
4.29626713661838,5.80000000000000,-9.60000000000000
4.30623841961996,6,-9.60000000000000
4.31660522719353,6.20000000000000,-9.60000000000000
4.32736314599845,6.40000000000000,-9.60000000000000
4.33850765237892,6.60000000000000,-9.60000000000000
4.35003412009671,6.80000000000000,-9.60000000000000
4.36193782805270,7,-9.60000000000000
4.37421396797286,7.20000000000000,-9.60000000000000
4.38685765203528,7.40000000000000,-9.60000000000000
4.39986392041628,7.60000000000000,-9.60000000000000
4.41322774873488,7.80000000000000,-9.60000000000000
4.42694405537639,8,-9.60000000000000
4.44100770867731,8.20000000000000,-9.60000000000000
4.45541353395514,8.40000000000000,-9.60000000000000
4.47015632036835,8.60000000000000,-9.60000000000000
4.48523082759303,8.80000000000000,-9.60000000000000
4.50063179230445,9,-9.60000000000000
4.51635393445304,9.20000000000000,-9.60000000000000
4.53239196332594,9.40000000000000,-9.60000000000000
4.54874058338635,9.60000000000000,-9.60000000000000
4.56539449988473,9.80000000000000,-9.60000000000000
4.58234842423667,10,-9.60000000000000
4.80195128181580,-10,-9.40000000000000
4.78175503017995,-9.80000000000000,-9.40000000000000
4.76178999068353,-9.60000000000000,-9.40000000000000
4.74206092446411,-9.40000000000000,-9.40000000000000
4.72257264905709,-9.20000000000000,-9.40000000000000
4.70333003623513,-9,-9.40000000000000
4.68433800964531,-8.80000000000000,-9.40000000000000
4.66560154223768,-8.60000000000000,-9.40000000000000
4.64712565347913,-8.40000000000000,-9.40000000000000
4.62891540634720,-8.20000000000000,-9.40000000000000
4.61097590409853,-8,-9.40000000000000
4.59331228680756,-7.80000000000000,-9.40000000000000
4.57592972767142,-7.60000000000000,-9.40000000000000
4.55883342907779,-7.40000000000000,-9.40000000000000
4.54202861843330,-7.20000000000000,-9.40000000000000
4.52552054375060,-7,-9.40000000000000
4.50931446899345,-6.80000000000000,-9.40000000000000
4.49341566918001,-6.60000000000000,-9.40000000000000
4.47782942524545,-6.40000000000000,-9.40000000000000
4.46256101866637,-6.20000000000000,-9.40000000000000
4.44761572585038,-6,-9.40000000000000
4.43299881229577,-5.80000000000000,-9.40000000000000
4.41871552652727,-5.60000000000000,-9.40000000000000
4.40477109381529,-5.40000000000000,-9.40000000000000
4.39117070968758,-5.20000000000000,-9.40000000000000
4.37791953324352,-5,-9.40000000000000
4.36502268028283,-4.80000000000000,-9.40000000000000
4.35248521626195,-4.60000000000000,-9.40000000000000
4.34031214909288,-4.40000000000000,-9.40000000000000
4.32850842180081,-4.20000000000000,-9.40000000000000
4.31707890505815,-4,-9.40000000000000
4.30602838961443,-3.80000000000000,-9.40000000000000
4.29536157864257,-3.60000000000000,-9.40000000000000
4.28508308002368,-3.40000000000000,-9.40000000000000
4.27519739859365,-3.20000000000000,-9.40000000000000
4.26570892837623,-3,-9.40000000000000
4.25662194482816,-2.80000000000000,-9.40000000000000
4.24794059712311,-2.60000000000000,-9.40000000000000
4.23966890050201,-2.40000000000000,-9.40000000000000
4.23181072871805,-2.20000000000000,-9.40000000000000
4.22436980660520,-2,-9.40000000000000
4.21734970279960,-1.80000000000000,-9.40000000000000
4.21075382264314,-1.60000000000000,-9.40000000000000
4.20458540129902,-1.40000000000000,-9.40000000000000
4.19884749710832,-1.20000000000000,-9.40000000000000
4.19354298521683,-1,-9.40000000000000
4.18867455150039,-0.799999999999999,-9.40000000000000
4.18424468681630,-0.600000000000000,-9.40000000000000
4.18025568160751,-0.399999999999999,-9.40000000000000
4.17670962088485,-0.199999999999999,-9.40000000000000
4.17360837961130,0,-9.40000000000000
4.17095361851060,0.199999999999999,-9.40000000000000
4.16874678032077,0.399999999999999,-9.40000000000000
4.16698908651106,0.600000000000000,-9.40000000000000
4.16568153447875,0.799999999999999,-9.40000000000000
4.16482489523995,1,-9.40000000000000
4.16441971162623,1.20000000000000,-9.40000000000000
4.16446629699607,1.40000000000000,-9.40000000000000
4.16496473446811,1.60000000000000,-9.40000000000000
4.16591487667990,1.80000000000000,-9.40000000000000
4.16731634607368,2,-9.40000000000000
4.16916853570775,2.20000000000000,-9.40000000000000
4.17147061058921,2.40000000000000,-9.40000000000000
4.17422150952173,2.60000000000000,-9.40000000000000
4.17741994745860,2.80000000000000,-9.40000000000000
4.18106441834968,3,-9.40000000000000
4.18515319846770,3.20000000000000,-9.40000000000000
4.18968435019772,3.40000000000000,-9.40000000000000
4.19465572627089,3.60000000000000,-9.40000000000000
4.20006497442213,3.80000000000000,-9.40000000000000
4.20590954244915,4,-9.40000000000000
4.21218668364895,4.20000000000000,-9.40000000000000
4.21889346260633,4.40000000000000,-9.40000000000000
4.22602676130767,4.60000000000000,-9.40000000000000
4.23358328555250,4.80000000000000,-9.40000000000000
4.24155957163429,5,-9.40000000000000
4.24995199326142,5.20000000000000,-9.40000000000000
4.25875676868906,5.40000000000000,-9.40000000000000
4.26796996803219,5.60000000000000,-9.40000000000000
4.27758752073041,5.80000000000000,-9.40000000000000
4.28760522313507,6,-9.40000000000000
4.29801874618983,6.20000000000000,-9.40000000000000
4.30882364317646,6.40000000000000,-9.40000000000000
4.32001535749796,6.60000000000000,-9.40000000000000
4.33158923047258,6.80000000000000,-9.40000000000000
4.34354050911280,7,-9.40000000000000
4.35586435386476,7.20000000000000,-9.40000000000000
4.36855584628470,7.40000000000000,-9.40000000000000
4.38160999663039,7.60000000000000,-9.40000000000000
4.39502175134677,7.80000000000000,-9.40000000000000
4.40878600042664,8,-9.40000000000000
4.42289758462846,8.20000000000000,-9.40000000000000
4.43735130253516,8.40000000000000,-9.40000000000000
4.45214191743899,8.60000000000000,-9.40000000000000
4.46726416403922,8.80000000000000,-9.40000000000000
4.48271275494101,9,-9.40000000000000
4.49848238694501,9.20000000000000,-9.40000000000000
4.51456774711901,9.40000000000000,-9.40000000000000
4.53096351864406,9.60000000000000,-9.40000000000000
4.54766438642922,9.80000000000000,-9.40000000000000
4.56466504248995,10,-9.40000000000000
4.78251816301106,-10,-9.20000000000000
4.76230313572781,-9.80000000000000,-9.20000000000000
4.74231970395357,-9.60000000000000,-9.20000000000000
4.72257264905709,-9.40000000000000,-9.20000000000000
4.70306680921206,-9.20000000000000,-9.20000000000000
4.68380707722028,-9,-9.20000000000000
4.66479839813044,-8.80000000000000,-9.20000000000000
4.64604576664615,-8.60000000000000,-9.20000000000000
4.62755422431703,-8.40000000000000,-9.20000000000000
4.60932885650733,-8.20000000000000,-9.20000000000000
4.59137478913695,-8,-9.20000000000000
4.57369718519017,-7.80000000000000,-9.20000000000000
4.55630124098813,-7.60000000000000,-9.20000000000000
4.53919218222181,-7.40000000000000,-9.20000000000000
4.52237525974293,-7.20000000000000,-9.20000000000000
4.50585574511107,-7,-9.20000000000000
4.48963892589625,-6.80000000000000,-9.20000000000000
4.47373010073720,-6.60000000000000,-9.20000000000000
4.45813457415646,-6.40000000000000,-9.20000000000000
4.44285765113495,-6.20000000000000,-9.20000000000000
4.42790463144928,-6,-9.20000000000000
4.41328080377700,-5.80000000000000,-9.20000000000000
4.39899143957571,-5.60000000000000,-9.20000000000000
4.38504178674376,-5.40000000000000,-9.20000000000000
4.37143706307146,-5.20000000000000,-9.20000000000000
4.35818244949331,-5,-9.20000000000000
4.34528308315316,-4.80000000000000,-9.20000000000000
4.33274405029587,-4.60000000000000,-9.20000000000000
4.32057037900038,-4.40000000000000,-9.20000000000000
4.30876703177084,-4.20000000000000,-9.20000000000000
4.29733889800376,-4,-9.20000000000000
4.28629078635084,-3.80000000000000,-9.20000000000000
4.27562741699838,-3.60000000000000,-9.20000000000000
4.26535341388574,-3.40000000000000,-9.20000000000000
4.25547329688643,-3.20000000000000,-9.20000000000000
4.24599147397698,-3,-9.20000000000000
4.23691223341937,-2.80000000000000,-9.20000000000000
4.22823973598439,-2.60000000000000,-9.20000000000000
4.21997800724361,-2.40000000000000,-9.20000000000000
4.21213092995889,-2.20000000000000,-9.20000000000000
4.20470223659845,-2,-9.20000000000000
4.19769550200928,-1.80000000000000,-9.20000000000000
4.19111413627577,-1.60000000000000,-9.20000000000000
4.18496137779432,-1.40000000000000,-9.20000000000000
4.17924028659364,-1.20000000000000,-9.20000000000000
4.17395373793007,-1,-9.20000000000000
4.16910441618665,-0.799999999999999,-9.20000000000000
4.16469480910354,-0.600000000000000,-9.20000000000000
4.16072720236693,-0.399999999999999,-9.20000000000000
4.15720367458177,-0.199999999999999,-9.20000000000000
4.15412609265252,0,-9.20000000000000
4.15149610759431,0.199999999999999,-9.20000000000000
4.14931515079522,0.399999999999999,-9.20000000000000
4.14758443074817,0.600000000000000,-9.20000000000000
4.14630493026882,0.799999999999999,-9.20000000000000
4.14547740421373,1,-9.20000000000000
4.14510237771021,1.20000000000000,-9.20000000000000
4.14518014490708,1.40000000000000,-9.20000000000000
4.14571076825286,1.60000000000000,-9.20000000000000
4.14669407830496,1.80000000000000,-9.20000000000000
4.14812967407122,2,-9.20000000000000
4.15001692388180,2.20000000000000,-9.20000000000000
4.15235496678733,2.40000000000000,-9.20000000000000
4.15514271447601,2.60000000000000,-9.20000000000000
4.15837885370010,2.80000000000000,-9.20000000000000
4.16206184919962,3,-9.20000000000000
4.16618994710839,3.20000000000000,-9.20000000000000
4.17076117882585,3.40000000000000,-9.20000000000000
4.17577336533519,3.60000000000000,-9.20000000000000
4.18122412194707,3.80000000000000,-9.20000000000000
4.18711086344580,4,-9.20000000000000
4.19343080961368,4.20000000000000,-9.20000000000000
4.20018099110754,4.40000000000000,-9.20000000000000
4.20735825566034,4.60000000000000,-9.20000000000000
4.21495927457986,4.80000000000000,-9.20000000000000
4.22298054951547,5,-9.20000000000000
4.23141841946364,5.20000000000000,-9.20000000000000
4.24026906798236,5.40000000000000,-9.20000000000000
4.24952853058452,5.60000000000000,-9.20000000000000
4.25919270228050,5.80000000000000,-9.20000000000000
4.26925734524014,6,-9.20000000000000
4.27971809654511,6.20000000000000,-9.20000000000000
4.29057047600293,6.40000000000000,-9.20000000000000
4.30180989399497,6.60000000000000,-9.20000000000000
4.31343165933138,6.80000000000000,-9.20000000000000
4.32543098708716,7,-9.20000000000000
4.33780300639467,7.20000000000000,-9.20000000000000
4.35054276816905,7.40000000000000,-9.20000000000000
4.36364525274440,7.60000000000000,-9.20000000000000
4.37710537740017,7.80000000000000,-9.20000000000000
4.39091800375827,8,-9.20000000000000
4.40507794503331,8.20000000000000,-9.20000000000000
4.41957997311960,8.40000000000000,-9.20000000000000
4.43441882550039,8.60000000000000,-9.20000000000000
4.44958921196595,8.80000000000000,-9.20000000000000
4.46508582112901,9,-9.20000000000000
4.48090332672735,9.20000000000000,-9.20000000000000
4.49703639370489,9.40000000000000,-9.20000000000000
4.51347968406386,9.60000000000000,-9.20000000000000
4.53022786248248,9.80000000000000,-9.20000000000000
4.54727560169318,10,-9.20000000000000
4.76332940586607,-10,-9
4.74309603082455,-9.80000000000000,-9
4.72309464039371,-9.60000000000000,-9
4.70333003623513,-9.40000000000000,-9
4.68380707722028,-9.20000000000000,-9
4.66453067723716,-9,-9
4.64550580279050,-8.80000000000000,-9
4.62673747038883,-8.60000000000000,-9
4.60823074371251,-8.40000000000000,-9
4.58999073055690,-8.20000000000000,-9
4.57202257954554,-8,-9
4.55433147660854,-7.80000000000000,-9
4.53692264122229,-7.60000000000000,-9
4.51980132240713,-7.40000000000000,-9
4.50297279448040,-7.20000000000000,-9
4.48644235256313,-7,-9
4.47021530783970,-6.80000000000000,-9
4.45429698257065,-6.60000000000000,-9
4.43869270485983,-6.40000000000000,-9
4.42340780317864,-6.20000000000000,-9
4.40844760065066,-6,-9
4.39381740910193,-5.80000000000000,-9
4.37952252288304,-5.60000000000000,-9
4.36556821247079,-5.40000000000000,-9
4.35195971785852,-5.20000000000000,-9
4.33870224174584,-5,-9
4.32580094253985,-4.80000000000000,-9
4.31326092718160,-4.60000000000000,-9
4.30108724381307,-4.40000000000000,-9
4.28928487430147,-4.20000000000000,-9
4.27785872663913,-4,-9
4.26681362723899,-3.80000000000000,-9
4.25615431314695,-3.60000000000000,-9
4.24588542419366,-3.40000000000000,-9
4.23601149511012,-3.20000000000000,-9
4.22653694763206,-3,-9
4.21746608261981,-2.80000000000000,-9
4.20880307222087,-2.60000000000000,-9
4.20055195210379,-2.40000000000000,-9
4.19271661379217,-2.20000000000000,-9
4.18530079712852,-2,-9
4.17830808289809,-1.80000000000000,-9
4.17174188564269,-1.60000000000000,-9
4.16560544669487,-1.40000000000000,-9
4.15990182746241,-1.20000000000000,-9
4.15463390299277,-1,-9
4.14980435584634,-0.799999999999999,-9
4.14541567030676,-0.600000000000000,-9
4.14147012695520,-0.399999999999999,-9
4.13796979763446,-0.199999999999999,-9
4.13491654082708,0,-9
4.13231199747002,0.199999999999999,-9
4.13015758722670,0.399999999999999,-9
4.12845450523483,0.600000000000000,-9
4.12720371934662,0.799999999999999,-9
4.12640596787522,1,-9
4.12606175785918,1.20000000000000,-9
4.12617136385354,1.40000000000000,-9
4.12673482725415,1.60000000000000,-9
4.12775195615856,1.80000000000000,-9
4.12922232576439,2,-9
4.13114527930310,2.20000000000000,-9
4.13351992950446,2.40000000000000,-9
4.13634516058431,2.60000000000000,-9
4.13961963074551,2.80000000000000,-9
4.14334177517935,3,-9
4.14750980955250,3.20000000000000,-9
4.15212173396197,3.40000000000000,-9
4.15717533733863,3.60000000000000,-9
4.16266820227768,3.80000000000000,-9
4.16859771027278,4,-9
4.17496104732891,4.20000000000000,-9
4.18175520992752,4.40000000000000,-9
4.18897701131648,4.60000000000000,-9
4.19662308809628,4.80000000000000,-9
4.20468990707317,5,-9
4.21317377234942,5.20000000000000,-9
4.22207083262051,5.40000000000000,-9
4.23137708864899,5.60000000000000,-9
4.24108840088478,5.80000000000000,-9
4.25120049720204,6,-9
4.26170898072304,6.20000000000000,-9
4.27260933770044,6.40000000000000,-9
4.28389694542967,6.60000000000000,-9
4.29556708016456,6.80000000000000,-9
4.30761492501010,7,-9
4.32003557776755,7.20000000000000,-9
4.33282405870832,7.40000000000000,-9
4.34597531825448,7.60000000000000,-9
4.35948424454518,7.80000000000000,-9
4.37334567086967,8,-9
4.38755438294925,8.20000000000000,-9
4.40210512605198,8.40000000000000,-9
4.41699261192542,8.60000000000000,-9
4.43221152553451,8.80000000000000,-9
4.44775653159289,9,-9
4.46362228087776,9.20000000000000,-9
4.47980341631967,9.40000000000000,-9
4.49629457886015,9.60000000000000,-9
4.51309041307151,9.80000000000000,-9
4.53018557253431,10,-9
4.74438987023498,-10,-8.80000000000000
4.72413859651184,-9.80000000000000,-8.80000000000000
4.70411970231258,-9.60000000000000,-8.80000000000000
4.68433800964532,-9.40000000000000,-8.80000000000000
4.66479839813044,-9.20000000000000,-8.80000000000000
4.64550580279050,-9,-8.80000000000000
4.62646521163139,-8.80000000000000,-8.80000000000000
4.60768166300831,-8.60000000000000,-8.80000000000000
4.58916024277033,-8.40000000000000,-8.80000000000000
4.57090608117782,-8.20000000000000,-8.80000000000000
4.55292434958734,-8,-8.80000000000000
4.53522025689941,-7.80000000000000,-8.80000000000000
4.51779904576509,-7.60000000000000,-8.80000000000000
4.50066598854786,-7.40000000000000,-8.80000000000000
4.48382638303844,-7.20000000000000,-8.80000000000000
4.46728554792066,-7,-8.80000000000000
4.45104881798779,-6.80000000000000,-8.80000000000000
4.43512153910937,-6.60000000000000,-8.80000000000000
4.41950906295007,-6.40000000000000,-8.80000000000000
